,index,title,dates,article,apply_date,ratio,up/down
1298,1298,등기임원 연봉 공개 한날에 눈치 보기 여전,2015.03.25 07:39,[ 등기임원 연봉 공개를 앞두고 대기업들이 여전히 눈치를 살피는 분위기다   일 재계에 따르면 삼성  현대차  SK  LG 등 주요 대기업 그룹은  일 등기임원 연봉을 공개하기로 했다  이는  년  월 자본시장법 개정법률 시행으로 연간  억원 이상 보수를 받는 등기임원 연봉을 사업보고서에 기재해 해당 사업연도 경과 후  일 이내에 금융위원회에 제출하도록 한 데 따른 것이다   보수는 급여  상여  미현실화된 주식매수권 스톡옵션 으로 나눠 적시해야 한다  지난해 처음 이 제도를 시행한 결과 대다수 기업이 보고서 제출 기한 마지막 날인  월  일에야 연봉 내역을 공시했다   올해도 딱  일째인  일에 대다수 기업의 보고서 제출이 몰린다  주말을 앞두고 관심이 덜한  일에 보고서를 공개하는 기업도 일부 있는 것으로 알려졌다   일 사업보고서를 낼 예정인 삼성전자의 경우 사내이사  명의 연봉이 관심이다  지난해에는 부품 DS 부문 권오현 부회장이  억여원  IT모바일 IM 부문 신종균 사장이  억여원  소비자가전 CE 부문 윤부근 사장이  억여원  이상훈 경영지원실 사장이  억여원으로 나타났다   이들  명은 전원 연봉 상위  위 안에 들었다  전문경영인으로는 삼성전자 경영진만 포함됐다  삼성전자의 지난해 이사 보수한도는  억원이지만  전액 집행되지는 않기 때문에 올해도  억원이 넘는 슈퍼연봉 수령자는 나오지 않을 것으로 보인다   삼성전자는 지난해 실적 충격을 경험했지만  이번에 공개될 연봉에는 실적이 좋았던  년의 성과가 반영된다  이번에는 신종균 사장의 연봉이 가장 많을 것으로 보는 관측이 지배적이다   현대차그룹은 정몽구 회장과 정의선 부회장 등 오너 일가가 등기이사로 등재돼 있다  정 회장은 현대제철 등기이사직은 사임해 현대차  현대건설 등에서만 보수를 받는다  지난해 공개된  억원보다 다소 줄어들 수 있다   SK그룹도  일에 연봉 공시를 하는데 이번에는 최태원 회장이 빠진다  지난해  억여원으로 전체  위였던 최 회장은 SK  SK이노베이션 등  개사 등기이사직에서 사퇴해 공개 대상에서 빠진다   LG그룹도  개 계열사가  일 보고서를 제출한다  구본무 회장과 구본준 LG전자 부회장이 등기임원이다  LG디스플레이는 미국 증시에도 상장돼 있기 때문에 일정을 앞당겨  일 보고서를 제출할 여지도 있다  작년에도 한상범 LG디스플레이 사장의 연봉이 다른 계열사 임원들보다 먼저 공개됐다   GS  한화  효성  코오롱  LS 등도 모두  일 사업보고서를 제출하기로 했다  그러나 이들 그룹에 소속된 일부 계열사에서 먼저 보고서를 내면 해당 계열사에서 보수를 받는 총수의 연봉이 공개되기도 한다   지난해에는 GS건설이 보고서를 먼저 내 허창수 GS그룹 회장의 연봉이 GS건설과 GS로 나눠 공개됐다  한화그룹 김승연 회장은 작년 초 한화  한화케미칼 등기이사직에서 사퇴했지만 작년  월치와  월 일부 보수는 사업보고서에 등재된다   기업경영평가기관 CEO스코어에 따르면 지난해  개 주요 그룹 소속  개사를 대상으로 조사한 결과  억원 이상 연봉을 받은 등기임원은  명이고 이들의 평균 연봉은  억 만원인 것으로 나타났다   또 다른 평가기관인 CXO연구소 조사에서는 매출  조원 이상 기업의 등기임원 평균 연봉이  억 만원으로 직원 평균연봉 만원 의 약  배에 달하는 것으로 나타났다 ],2015-03-25,0.47,0.0
1299,1299, 역세권 대단지 학군   박자 갖춘 스테디셀러 아파트는 ,2015.03.25 09:41,[ 전세난과 초저금리로 아파트를 분양열기가 더 뜨거워지고 있다  실수요자라면 매매가 활발하고 가격 하락 가능성이 낮은  스테디셀러  분양단지를 노리는 게 좋다   부동산포털 닥터아파트 www DrApt com 는  일  스테디셀러 분양단지란 지하철  전철 등이 걸어서  분 이내인 역세권  단지규모가  가구 이상인 대단지  걸어서 통학할 수 있는 학군 등  박자를 갖춘 아파트를 말한다 고 밝혔다  닥터아파트 조사를 보면 올해 스테디셀러 분양단지는  곳   만 가구에 이른다   서울 곳   가구  전량 재개발 재건축   대림산업은 북아현뉴타운  구역을 재개발해 짓는 e편한세상 신촌을  월에 분양한다  전용면적   총  가구 중  가구를 일반에 분양한다   호선 아현역과 인접해 있고  호선 애오개역도 걸어서  분 안팎이면 도달할 수 있다  도보권 내에 추계초  이대부중  이대부고  한성고 등 초 중 고교가 있다   GS건설은 금호 구역을 재개발한 신금호파크자이를  월에 분양한다  전용면적   총  가구 중  가구를 일반분양한다   호선 신금호역 초역세권이고 한 정거장 떨어진  호선 약수역   호선 청구역을 이용해 강남  강북방면 이동이 쉽다  동산초교  금호초교가 가까워 어린이의 안전한 통학이 가능하다  무학중  금호여중  광희중  한양사대부고  무학여고 등 학군이 우수하다   경기 곳   가구   대림산업은 용인시 풍덕천동  에 짓는 e편한세상수지를  월 분양한다   일 모델하우스를 오픈했고  일  순위 청약접수를 받는다  전용면적   총  가구 규모이다  신분당선 연장선 성복역 가칭 이 걸어서  분 거리로 개통 년  월  후 강남권 접근성이 좋아진다  수지초  정평중  풍덕고 등으로 걸어서 통학할 수 있다   구리시 갈매보금자리지구 S 블록에서는 구리갈매아이파크가  월 분양을 앞두고 있다  도급공사는 현대산업개발이 맡았다  전용면적   총  가구다  경춘선 갈매역을 이용해 지하철로 서울방면 이동이 쉽다  노원  중랑구 등의 전세난민들은 분양을 노릴 만하다  인근에 초중고교 부지가 예정돼 교육환경이 양호하다   지방 대도시  곳   가구   SK건설이 부산 수영구 망미 구역을 재개발해 짓는 SK뷰가  월에 분양한다  전용면적   총  가구로  가구가 일반분양된다  부산지하철  호선 배산역  망미역까지 걸어서  분이면 도달할 수 있다  배산초  망미중  남일고가 인접해 있다   라인은 경남 양산신도시  블록에서 양산물금신도시 차 EG The 을  월 분양한다  전용면적   총  가구로 지어진다  부산지하철  호선 남양산역을 도보로 이용가능하다  석산초교가 인접해 어린이 통학이 안전하고 중학교도 예정돼 있다 ],2015-03-25,0.47,0.0
1300,1300,GS건설  오산시티자이  입주민에 종합검진비 우대,2015.03.25 10:06,[ GS건설은  한림대학교 동탄성심병원 과  따뜻한 세상 만들기  사회공헌 프로그램 협약을 맺고  경기 오산시 부산동에 선보이는 오산시티자이 입주민을 위한 다양한 헬스케어 프로그램을 제공하기로 했다고  일 밝혔다   한림대학교 동탄성심병원은 동탄신도시에 위치한  병상 규모의 대학병원으로  한림대학교의료원 산하 병원에서  년 가까이 진료를 해온 의료진이 합류  수준 높은 의료서비스를 제공하고 있다   오산시티자이 계약자 및 입주민 배우자 및 직계 존비속 포함 은 이번 협약을 통해 입원비의  와 종합검진비의   영안실 사용료   등을 각각 감면 받는 등 비용할인 혜택을 누릴 수 있다  입주 후에는 입주자대표회와 협의해 입주민 대상 건강강좌를 비롯한 병원행사 등 다양한 건강관련 정보를 제공받을 수 있다   GS건설 관계자는  오산시티자이는 GS건설이 오산에서  년 만에 분양하는 미니신도시급 브랜드 단지로 젊은 수요층이 많은 지역적 특성을 감안해 단지 내 보육 및 교육특화시설을 도입한다 면서  한림대병원과의 협약을 통해 교육과 건강을 직접 챙기게 됨으로써 주거 만족도가 더욱 높아질 것으로 기대한다 고 말했다   월초 견본주택을 열고 본격 분양에 들어가는 오산시티자이  차는 지하  층 지상  층  전용면적    가구 규모로  전용면적   이하의 중소형 아파트가 전체 공급물량의  를 차지한다  문의  ],2015-03-25,0.47,0.0
1301,1301, 헌집 줄게 새집 다오 새 아파트 신드롬  부는 공급가뭄 지역에 주목,2015.03.25 14:55,[ 지은 지  년이 넘은 아파트에 살고 있는 김영호씨 세 는 매일 주차를 위해 아파트 단지를 몇 바퀴씩 돌아야 한다  주차 공간을 찾지 못해 이중 주차라도 하는 날이면 새벽부터 차를 옮겨 대기 위해 동분서주한다     최근 새 아파트에 대한 관심이 높아지고 있다  오래된 아파트에서 사는 것보다 삶의 질을 위해 진화된 다양한 커뮤니티 시설을 누리려는 수요자들이 늘고 있는 것이다  특히 낡고 오래된 아파트에서 불편을 감수하면서 사는 것보다 비용이 더 들어라도 넓고 깨끗한 새 아파트로 이사하려는 수요자들이 많아지고 있다  한 부동산 전문가는  기존 주택 매매가 크게 위축된 가운데 분양 시장만 활기를 이어가고 있는 것도  새 아파트 신드롬 을 보여준다  특히 향후 수리비용과 주거 불편을 감안하면 신규 분양 물량과 실질적인 가격 격차는 크지 않다는 인식이 확산되면서 수요자들의 갈아타기를 부추기고 있다 면서  오래되고 낡은 아파트와 새로 짓는 브랜드 아파트가 주변에 있다면 오래된 아파트를 선택할 이유가 없게 된 것 이라고 설명했다     경기 오산시는 노후주택 비중이 높고 그 동안 신규 공급이 뜸해 갈아타기 수요가 풍부한 지역이다  오산 지역은 총  만 가구 중 입주  년 이상 된 노후 가구가  만 가구에 달해 노후율  를 기록하고 있는 곳이다  특히 생활인프라가 집중된 도심권역인 부산동  오산동  원동  고현동 등에서는 주택 노후율이  에 달한다  그동안 신규 분양이 거의 없던 오산시 도심권에 다음달 신규 분양이 예정돼 수요자의 관심이 집중되고 있다     GS건설은 오산시 부산동에 총  가구 규모의 브랜드 타운을 공급할 예정이라고  일 밝혔다  그 중  차로  오산시티자이   가구를  월 초 분양할 계획이라고 덧붙였다  GS건설 관계자는  오산시티자이 는 오산과 동탄 신도시의 생활 인프라를 가깝게 누릴 수 있는 최적의 입지 환경으로 평가 받는다 고 말했다   오산시티자이 는 오산시청  롯데마트  이마트 등의 오산 도심 생활 인프라는 물론 동탄 신도시와도 가까워 동탄 신도시 내 상업  문화  교육  업무 등 다양한 편의 시설을 가깝게 이용할 수 있다  특히 입주 시점인  년 말에는 오산시청과 롯데마트 등 오산 도심으로 연결되는 성호대로 연장 와 동탄 신도시로 이어지는 신설 도로가 완공 예정이어서 접근성은 더욱 좋아질 전망이라고 업체 측은 설명했다  단지 인근 경부고속도로 오산 IC와  번 국도  서울지하철  호선과 경부선을 이용할 수 있는 오산역 등이 가깝게 위치해 교통 환경도 우수하다   업체 측은 자족형 브랜드 타운으로 건설되는  오산시티자이 는 단지 내 생활 편의시설도 두루 갖춰 입주민들의 주거 만족도를 높일 계획이라고 설명했다   단지 내 SDA삼육외국어학원 계획 과 영어특성화 어린이집인 SDA킨더레스트 계획  실내어린이놀이터 계획  등 어린이 보육 특화 시설이 입점 예정이며  사업지 북측에 초등학교와 병설유치원 신설도 예정돼 있어 자녀를 둔 수요자들의 큰 관심을 받고 있다고 업체 측은 주장했다   업체 측은 입주민들의 건강을 위한 헬스케어 시스템도 준비 할 예정이라고 밝혔다  한림대학교동탄성심병원과 사회공헌 협약 체결을 통해 입주민들의 입원비 및 종합건강검진 등 진료비 부담을 줄일 계획이다   오산시티자이 는 지하  층 지상  층   개 동  전용면적   규모  총  가구로 조성된다  이 아파트는 수요자 선호도 높은 전용면적   이하의 중소형 평형을 전체 공급물량의  로 구성한다   오산시티자이 의 견본주택은 경기 오산시 오산동  번지에 조성되며   월 초 개관할 예정이다   문의전화  ],2015-03-25,0.47,0.0
1302,1302,GS건설   미사강변리버뷰자이  견본주택  일 오픈,2015.03.26 09:42,[ GS건설은  일 미사강변도시 A 블록에 짓는  미사강변리버뷰자이 의 견본주택을 개관하고 본격적인 분양에 나선다고  일 밝혔다   미사강변리버뷰자이는 지난해  월 분양한 미사강변센트럴자이에 이은 미사강변도시 내  차 물량이다  미사강변리버뷰자이에는 현재  만 만원가량의 분양권 프리미엄이 형성돼 있고  지난해 위례신도시에서 분양했던 위례자이 역시  억 억 만원가량 웃돈이 붙어있다   미사강변리버뷰자이는 지하  층 지상  층   개 동  전용  펜트하우스 포함 의 중대형 평형 총  가구로 구성된다  면적별 분양가구수는  전용    가구      가구      가구      가구      가구다   청약일정은 오는  월  일 특별공급을 시작으로  일  순위   일  순위 접수를 받는다   일 당첨자 발표 후  일 사흘간 계약을 진행한다   올림픽대로와 외곽순환도로  선동IC 등이 인접해 강남과 잠실로  분대에 이동이 가능하다  특히 지하철  호선 강일역 예정 과 미사역 예정 이  년 연장 개통되면 종로  광화문  여의도로 원스톱으로 출퇴근할 수 있고  현재 검토중인 지하철  호선 연장계획이 확정될 경우  미사강변도시의 위상이 한층 더 올라갈 것으로 기대된다   미사강변리버뷰자이는 한강을 효과적으로 조망할 수 있는 다양한 특화평면을 선보인다  전용면적  B타입   가구에 한강을 효과적으로 조망할 수 있도록 북쪽에 거실을 배치하는 평면을 도입한다  이 평면은  거실 남향 이라는 인식을 전환해 북쪽으로 거실을 배치함으로써 한강 조망을 최대한 누릴 수 있도록 했다  대신 주방과 방  개는 남향에 위치한  베이 판상형 구조로 설계해 일조와 채광도 충분히 확보할 수 있도록 했다   견본주택은 서울시 강남구 대치동   자이갤러리  층에 있다  입주는  년  월 예정이다  문의  ],2015-03-26,-4.78,-1.0
1303,1303,수도권 공공택지 아파트  분기  만 가구,2015.03.27 09:43,[ 지난해 발표한 정부의   부동산대책 으로 택지개발촉진법이 폐지되고  년까지 신규 공공택지 지정이 중단되고  다음달부터 분양가 상한제가 사실상 폐지되면서 수도권 공공택지 내 대형 아파트단지에 대한 관심이 커지고 있다   일 건설업계에 따르면 올해 수도권 공공택지 아파트 분양물량은  개 지구  만 여 가구에 이른다  이 중 절반이 넘는  개 지구  만 여 가구가  분기 월 에 분양된다  동탄 지구  광교 등 수도권  기 신도시 물량까지 더하면  분기에 분양하는 수도권 공공택지 아파트는  만 가구를 웃돌 것으로 보인다   올해  분기 중 대형 건설사 년 시공능력순위  위 이내 가 아파트를 분양하는 공공택지는 동탄 신도시  남양주 다산신도시  의정부 민락 지구  부천 옥길지구  인천 서창 지구 등이 있다   다음달 동탄 신도시에서는 대우건설  동탄 신도시  차 푸르지오 조감도   가구가 분양을 앞두고 있다  전가구가 전용면적  와  의 중소형이다  동탄을 지나 평택으로 향하는 KTX동탄역 년 개통예정 이 도보 거리에 위치해 있다   남양주 다산진건지구에서는  월 중 경기도시공사가  가구를 분양한다  대림산업이  자연앤 이편한세상   가구  롯데건설이  다산진건 자연 롯데캐슬   가구를 각각 시공한다  두 단지 모두  의 중소형 타입으로 구성된다   인천 서창 지구에서는 다음달 대림산업이  인천서창 e편한세상 을  가구를 공급한다  전가구가 전용면적  로 이뤄졌다  의정부 민락 지구에서는 호반건설이 오는  월  민락 지구 호반 베르디움  차 를 분양한다  전용면적   중대형으로 총  가구 규모이다  GS건설은 오는  월 부천 옥길지구에서 아파트  가구  오피스텔  실 등 총  가구 규모의 부천옥길자이 를 분양한다 ],2015-03-27,-5.51,-1.0
1304,1304,창립  주년 맞은 GS그룹  단기간에 재계  위  이젠  년 기업 준비 ,2015.03.30 21:15,[ GS그룹이  일로 창립  주년을 맞았다  재계  위의 대기업 집단으로 성장했지만 경기 불황  비효율적 경영 등으로 에너지와 건설 분야에서 불안한 실적을 기록했다  GS는 지속적인 연구 개발 투자와 사업 다각화로  년 장수기업 의 초석을 다진다는 전략이다   구씨와 허씨 가문의  대  년에 걸친 동업관계는  년부터 청산돼왔다  GS그룹은  년  월 공정거래위원회로부터 LG그룹에서의 계열분리를 승인받고 그해  월 공식 출범했다   년  조 억원이던 자산은 지난해  조 억원으로  배 넘게 성장했고  매출도  조원에서  조 억원으로  배 커졌다  해외매출 비중은  년  에서  년 만에 절반이 넘는  까지 높아졌다  현재 지주회사인 GS와 GS에너지  GS칼텍스  GS리테일  GS홈쇼핑  GS EPS  GS글로벌  GS E R  GS스포츠  GS건설 등 자회사 및 계열사를 포함해 국내  개 기업으로 이뤄져 있다   주력 계열사인 GS칼텍스와 GS건설의 최근 실적은 저조하다  최근 수년간 지속된 에너지  건설  중공업 부진의 영향을 고려하더라도 수익성은 악화됐다   지난해 국제유가 급락 등으로 GS칼텍스 영업손실률은  로  업계 평균인  보다 나빴다  매출액 감소율도 업계 평균인  보다  포인트 저조한  였다  GS건설은  년부터 지난해까지 각각      의 부채비율을 기록했다  이는 건설과 상사 부문이 통합된 삼성물산을 제외한 시공능력 상위  개사 GS건설  현대건설  포스코건설  대림산업  대우건설 년은 포스코건설 실적 미발표로 상위  개사 기준  평균보다 높은 수준이다   이에 GS칼텍스는 원가 절감을 통한 수익성 제고와 재무건전성 회복에 주력할 방침이다  GS건설도  년  월 해외 저가수주로 인한 어닝쇼크로 위기를 맞은 뒤 외형성장 전략에서 벗어나 수주단가를 높이고 원가율을 낮춰왔다  지난해 하반기부터 흑자 기조다   다른 주력 계열사인 GS홈쇼핑의 실적은 우수한 편이다  GS홈쇼핑은 지난해 매출  조 억원  영업이익  억원을 기록했다  영업이익률은  로 CJ오쇼핑  현대홈쇼핑 등 상위  개사 평균 영업이익률인  보다 높았다   GS는 창립  주년인 올해를  년 장수기업의 플랫폼을 마련하는 해로 삼는다는 전략이다  허창수 GS그룹 회장 사진 은 지난해  월 최고경영자 전략회의에서 출범  주년 전략 마련을 주문했다  그는 당시  변화와 혁신을 통해  년 장수기업의 플랫폼을 마련하고  글로벌 선도기업의 사례를 통해 급변하는 경영환경하에서 초일류 기업으로 도약할 수 있는 토대를 구축해야 한다 고 말했다   이를 위해 지속적인 연구 개발 투자를 통한 원천기술 확보  고객 요구 변화에 대한 신속한 대응과 체계적인 위험 관리에 힘쓰기로 했다  또한 기업가치에 부합하는 인재와 조직에 과감하게 지원하는 등  위기를 기회로  만든다는 목표를 세웠다 ],2015-03-31,-1.31,0.0
1305,1305,수도권 택지지구 분양 아파트 인기 급등,2015.03.31 09:21,[ 수도권 택지지구 신규 분양 아파트가 큰 인기를 끌고 있다  올해  분기 월  수도권 공공택지에서 분양한  개 단지 중  곳이 순위 내 청약을 마쳐  의 청약 성공률을 기록했다   택지지구는 주거시설과 함께 편의기반시설이 체계적으로 조성되는 계획도시로 개발돼 주거지로서의 가치가 높다는 평가를 받는다  주변 아파트와 비교해 상대적으로 분양가가 저렴하다는 점도 장점이다   지난해 정부가   대책 에서 택지개발촉진법을 폐지하고  년까지 대규모 공공택지 신규 지정을 중단하기로 하면서 기존 택지지구에 대한 수요자의 관심이 더 커지고 있다   최근 동탄 신도시에서 분양한 반도유보라 아이비파크  과  은 평균 청약경쟁률이 각각  대    대  을 기록하며 전 주택형이  순위 마감됐다  오랜만에 분양을 재개한 청라지구도 청라파크자이 더테라스 LA 블록  LA 블록이 각각 평균  대    대  의 경쟁률로 순위 내 청약을 마쳤다   향후 수도권 택지지구 내 공급물량에도 관심이 쏠리고 있다   월 중 인천 서창 지구  하남 미사강변도시  남양주 다산신도시  광교신도시 등에서 알짜 분양 단지들이 선보인다   인천 서창 지구에서는 택지지구 조성 이후 처음으로 브랜드 아파트가 공급된다  대림산업은  월 중 인천 서창 지구  블록 남동구 서창동  에서  가구 규모의  e편한세상 서창 투시도 을 분양한다  LH가 토지를 제공하고 민간건설사가 설계  시공 및 분양 등을 맡는 민간참여 공공주택 건설사업으로 진행한다   하남 미사강변도시 A 블록에서는 GS건설이 공급하는  미사강변리버뷰자이   가구가 오는  월  일 특별공급을 시작으로 본격적인 청약에 들어간다   월에는 LH가 미사강변도시 A 블록에서 공공임대 아파트 년 거주 후 분양전환   가구를 공급한다   경기 북부에 새롭게 조성되는 신도시인 남양주 다산신도시에서는 대림산업의  자연 e편한세상   가구  롯데건설의  자연 롯데캐슬   가구가  월 분양을 앞두고 있다   년 신분당선 개통을 앞둔 광교신도시에서는 호반건설이  월  광교신도시 호반베르디움  차   가구를 분양한다 ],2015-03-31,-1.31,0.0
1306,1306,GS건설  자족형 복합 단지  오산시티자이  다음달 분양,2015.03.31 10:17,[ GS건설은 다음달 경기 오산에서 분양하는  오산시티자이 를 단지 안에서 쇼핑과 교육  문화 생활을 한번에 즐길 수 있는 자족형 복합 단지로 건설한다고  일 밝혔다   GS건설은 입주 초기 입주민의 불편을 줄이기 위해 실생활에 꼭 필요한 상업과 교육  문화 등 편의 시설을 사전에 갖춰 입주와 동시에 이용할 수 있게 하기로 했다  단지 내 근린생활시설에는 GS슈퍼마켓 입점을 추진 중이다  외국어 교육기관인 SDA삼육외국어학원 입점도 추진하고 있다   커뮤니티시설인 자이안센터에는 키즈카페를 조성한다  단지 안에서 안전하게 놀이 활동을 할 수 있는 이 공간은 궂은 날씨에도 이용 가능하다  한림대학교 동탄성심병원과 사회공헌 협약을 체결해 입주민을 대상으로 입원비 및 종합건강검진비 등을 할인하는 헬스 케어 프로그램도 제공한다  사업지 북측에 조성되는 초등학교와 병설유치원은 입주 시점에 맞춰 개교한다   GS건설 관계자는  오산시티자이는 단지 안에서 원스톱 라이프 생활이 가능한 자족형 브랜드 타운이다  단지 내 편의시설을 미리 확충함으로써 입주민의 입주 초기 불편은 최소화하고 주거 만족도는 극대화할 수 있을 것으로 기대된다 고 말했다   경기 오산시 부산동에  가구 규모로 조성하는 오산시티자이는  월 초  차 분  가구를 먼저 분양한다  전체의  가 전용면적   이하의 중소형 평형이다  오산시티자이 견본주택은 오산시 오산동  에  월 초 개관한다  문의  ],2015-03-31,-1.31,0.0
1307,1307,취업 인기순위  삼성물산  개월 연속  위,2015.03.31 10:23,[ 건설취업포털 건설워커 www worker co kr 는  년  월 건설사 취업 인기순위에서 삼성물산이  개월째 종합건설 부문  위 자리를 지켰다고  일 밝혔다  현대엔지니어링 엔지니어링  구산토건 전문건설  삼우종합건축사사무소 건축설계  국보디자인 인테리어 이 부문별  위에 올랐다   종합건설 부문에서는 삼성물산에 이어 현대건설  대림산업  대우건설  포스코건설  GS건설  롯데건설  SK건설  현대산업개발  두산건설이 톱 에 이름을 올렸다  호반건설  한화건설  부영  계룡건설산업  코오롱글로벌  두산중공업  금호건설  한진중공업  쌍용건설  태영건설이  위권에 들었다   엔지니어링 감리 CM 부문에서는 현대엔지니어링이  개월째  위였다  이어 삼성엔지니어링  도화엔지니어링  포스코엔지니어링  유신 등의 순이었다   건설사 취업 인기순위는 건설워커가 회원 직접투표와 구인광고 조회수  인기검색어  기업DB 조회수 등 사이트 이용형태 분석자료를 합산해 산출한다  건설워커는  년  월부터 매달 종합건설  전문건설  엔지니어링  건축설계  인테리어 등 총  개 부문에서 일하고 싶은 건설기업의 순위를 발표하고 있다 ],2015-03-31,-1.31,0.0
1308,1308,건설사 현역 최고 연봉 임원은 삼성 최치훈 대표,2015.03.31 18:52,[ 한화건설 대표이사직에서 지난해 초 물러난 김승연 한화그룹 회장이 지난해 시공능력평가 상위  개 건설사 임원 중 사실상 가장 많은 보수를 받았다   한화건설이  일 금융감독원에 제출한  년 사업보고서를 보면 김 회장은 지난해 퇴직금으로만  억 만원을 받았다  김 회장은 지난해  월 일 대표이사직에서 사임하면서  년 급여를 모두 반납했지만 퇴직금은 받았다   한화건설은 사업보고서에서  퇴직 시 매  년에 대해 월 기본 보수액의  개월분을 곱해 산출 하는 임원 퇴직금 지급규정에 따라 퇴직금을 지급했다고 밝혔다  김 회장의 퇴직 당시 월급은  억원이었다  따라서  억원 개월 년 이라는 계산식으로  억 만원을 지급했다   김 회장과 같은 날 사임했던 김현중 전 대표는 한화건설에서  년을 근무했지만 퇴직금은  억 만원으로 김 회장보다 적었다  김 전 대표의 월급여가  만원으로 김 회장의  분의   수준이었기 때문이다  다만 김 전 대표는 퇴직금에 두 달치 급여와 성과금을 더해 김 회장보다  만원 가까이 더 많은 총  억 만원을 받았다   현역 중에서는 삼성물산 최치훈 대표이사 건설부문 가 지난해  억 만원의 보수를 받아 최고였다  최 대표는 급여  억 만원과 상여  억 만원을 받았다  반면 상사부문의 김신 대표이사는 최 대표보다 많은  억 만원의 보수를 받았다  김 대표의 급여는  억 만원으로 최 대표의 절반 수준이었지만  상여금이  억 만원으로 훨씬 더 많았다   롯데건설은 임원  명이  억원 이상 보수를 받아 인원수로는  대 건설사 중 최대였다  박창규 전 대표가 급여와 퇴직금을 합해  억 만원을 받아 가장 많은 소득을 올렸고  손의식 전 전무도 급여와 퇴직금 등으로  억 만원을 받았다  김치현 대표는 상여금 없이 근로소득으로만  억 만원을 받았다  신격호 롯데그룹 총괄회장의 장남 신동주 이사 전 일본 롯데홀딩스 부회장 와 장녀 신동주 이사 롯데쇼핑 사장 는 각각  억원의 급여를 보수로 받았다   대 건설사 중 GS건설과 대림산업  SK건설은 지난해  억원 이상 보수를 지급한 임원이 없다고 밝혔다  GS건설은  년 허창수 회장이  억여원의 보수를 받았으나  회사가 적자 상태를 벗어나 정상화할 때까지 급여를 받지 않겠다고 해 지난해 보수를 지급하지 않은 것으로 알려졌다 ],2015-04-01,-1.32,0.0
1309,1309,GS건설   일  오산시티자이  견본주택 오픈,2015.04.02 10:17,[ GS건설은 경기 오산시 부산동   일원에 조성하는 자족형 미니신도시  오산시티자이  견본주택을  일 개관하고 본격 분양에 나선다고  일 밝혔다  총  가구의 규모의 대단지로  전용면적    가구    가구    가구    가구로 구성된다   분양가는  당  만원대로 책정키로 했고  계약조건은 계약금 분납제를 도입   차 계약금은  만원 정액제로 진행한다  전용면적   이하의 중소형 아파트가 전체 공급물량의  를 차지하며  오산시에서  년 만에 선보이는 전용면적   타입을  가구 넘게 구성했다   단지에서 캠핑을 즐길 수 있는 자이홈캠핑과 가족과 함께 가족형 텃밭을 가꿀 수 있는 자이팜  자연과 동식물 관찰이 가능한 자연학습 체험장 등을 조성한다  피트니스센터와 GX룸  실내골프연습장  샤워실  독서실  작은 도서관  키즈카페 등 커뮤니티 시설이 조성되는 자이안센터가 단지별로 구성되며  단지 내 SDA삼육외국어학원과 GS슈퍼마켓 입점도 추진 중이다   오산시티자이는 오는  일 특별공급을 시작으로  일  순위   일  순위 청약을 접수하며  입주는  년  월 예정이다  견본주택은 오산시 오산동  에 있다  문의  ],2015-04-02,-0.5,0.0
